X159,X960,X980,X986,X1023,X1028,X1064,X1092,X1103,X1109,X1124,X1136,X1141,X1144,X1169,X1173,X1179,X1193,X1203,X1206,X1208,X1219,X1232,X1264,X1272,X1292,X1297,X1329,X1351,X1362,X1416,X1417,X1418,X1430,X1444,X1470,X1506,X1514,X1529,X1553,X1563,X1574,X1595,X1597,X1609,X1616,X1637,X1656,X1657,X1683,size
0.739512276276553,1.9710357093651296,-1.66084246556763,2.77718269424261,3.2990623578246896,-1.9548336839518703,2.78497004019268,0.411847811840046,3.97493137790924,-0.979751316156194,4.54129504198204,2.5997551677257698,1.37301114530193,3.73855779722031,3.12680478507249,1.5215657599713002,1.43182610396497,1.53041667755356,5.4661359262213,1.67791258811829,1.2205706064196598,1.9566609115913896,1.4223471274151498,-0.714205691166351,-1.72680572794598,-1.52994839871667,6.855319743220849,3.26923408554076,1.6530032830218797,6.00500950086244,0.1907321118620419,-1.6210962867748702,-1.84087749465478,-0.360023397274362,-0.249840479523939,6.22875071739681,-1.40994862260604,0.0672300517141212,4.28840552229019,-1.7609539503578302,3.22111739249439,-1.7352673066941802,-2.03613378605371,3.1142021885778703,-1.56722941479613,-2.10026412347343,-2.06784264578105,2.11626129083102,-2.05719540158154,-0.868533837557645,13.0
2.0379027921376003,2.19785374502302,-1.26303440583379,4.08234619817562,5.42688593664534,-1.73251968913501,3.0858904214315896,0.6880559936852599,4.5033840741193805,-1.18503189383252,4.25703856414334,5.23928912299826,2.23237650990907,3.82537106533632,1.813068573252,1.75686515160391,1.9385994553358603,2.85336731981444,6.049243519019849,3.4250215878514703,3.4847110270856603,3.31523344231335,-0.0966760194116738,-1.39733549754538,-1.77760757866355,-1.6887983117057,7.8566560739563505,4.58161905764679,1.93336280696971,7.802606115660359,0.233797184608697,-1.8969065070359,-1.87224445280163,-0.432959407276106,-0.5650629432834511,7.818878011763459,-1.73251968913501,0.1699250014423119,4.02236781302845,0.0843162859334753,2.9272292627866103,-1.6463630453853,0.127755547198373,2.7725895038969304,-1.4511067539863702,0.267480310864986,-1.5260688116675902,2.64385618977472,-1.6256044852185,-1.41503749927884,15.0
2.21833835162317,3.47155909744234,-1.7894330140603405,2.82999448877554,4.74646633447509,-2.2223924213364503,2.97727992349992,0.9448584458075392,4.02109895187288,-1.82550226876786,6.23183831778982,3.58023164376175,1.86082094691253,4.6962720839258605,4.61744122708086,1.82054369381414,2.3474631869945,3.15958305722085,5.076510232452191,2.37255416795733,2.6330990217654304,2.9720361374783097,1.0850361038558,-1.8073549220576,-2.08488889758651,-2.12928301694497,7.657828821936799,3.77082904603249,2.9253213010157104,6.25610757331194,0.5000736031346429,-2.4568576749734703,-2.3743955147815,-1.7894330140603405,0.142180010959408,6.5184564558243,-1.73696559416621,-1.40136256238177,3.99806652411415,-2.3219280948873595,3.56594527455078,-2.29639300278022,-2.34792330342031,3.5772130011162204,-2.17508670655809,-2.08488889758651,-2.10691520391651,2.73876783680019,-1.38781603054382,-0.7805548627138891,15.0
0.972343657097135,2.63873375716214,-2.01099899894926,3.91393466317357,4.74416109557041,-2.4964258261195003,3.13957725565922,0.155650870460194,4.63212093409048,-1.67151253267759,4.782886269733639,3.6602712628637497,1.9507755037323895,4.15339489651983,2.4349870886230898,2.3443970475477203,1.48542682717024,1.63873375716214,6.03634752552349,2.29091707914677,2.80055591163763,2.05991599666189,1.1291786590989998,-1.80552988064928,-2.21631790692676,-1.83129297671436,7.374269142988269,4.74620389815964,1.96768227972727,5.96849910874462,0.6939632778825289,-2.47596172355978,-1.91146332539834,-1.07111999138683,-0.246330475993203,6.892360281541129,-1.9392083158812496,-0.2163179069267629,4.16748801599648,-1.9392083158812496,3.8151603245464,-1.70684560578987,-2.21631790692676,3.16870702328564,-1.8443491295398105,-2.01099899894926,-1.9963522229848605,2.79740706708264,-1.74306579370262,-1.01099899894926,20.0
2.41223451599788,4.03349140326522,-1.53650101176451,4.23965041075739,4.3043477784249005,-1.9910668752299896,3.70009502932309,0.878536487514333,4.29570477424375,-2.1410923192346,6.52224645078682,4.07635088613012,2.5759737174939,4.6474360800505305,4.58924985912425,2.6824057953108302,2.3798895555847404,4.42647313125202,5.64993672826512,3.4952343366855896,2.7545555810666698,2.94927391410229,1.64922269952454,-1.9558774467676896,-1.8073549220576,-1.9558774467676896,7.669061107938121,5.411497829598519,3.4418100711252304,6.81751998173706,0.7025061234228329,-2.1609918766723,-2.3309168781146203,-1.79175806700659,0.283792966000591,6.78834850506117,-1.10209818761874,-0.7917580670065859,4.1034507235543,-2.40017954055173,4.2641074404990205,-2.4240262825061003,-2.44827382875278,3.71791053524927,-2.2865227587561603,-2.04551465925237,-1.77632802643698,2.81310399115228,-2.3536369546147,-1.68706068833989,10.0
1.24420273110342,3.48527833300708,-1.8388790103911297,3.3544050064826805,3.59635089530765,-2.3727026621204903,2.5377722708370696,-0.0421870713964024,4.409048503052451,-1.82408200846305,5.69939993788643,3.69435035982234,2.5491826717178903,4.39231742277876,3.80794874591488,2.6546257118097003,2.44155695557777,2.38298212939231,6.206472531589269,2.36048976894366,2.82153966597934,2.10230476277126,1.3425678609463998,-1.6443759862281495,-1.9958483567295304,-2.17200531188336,7.56118613347448,4.91145674686658,1.93950300333363,6.42959667116046,1.5738326862868,-2.3095088356332902,-2.3943977332198103,-1.27892051579987,-0.416424039549806,7.33625251409896,-1.59330180163389,-0.8094352324986509,4.06428849917467,-2.17200531188336,3.87040025438164,-2.08123984796018,-2.22933848694931,3.370172322341,-2.06375242123134,-1.9958483567295304,-1.94693875624859,2.64867098867208,-1.69732486617711,-1.1078749744636398,13.0
1.0222424103563,2.31293421738896,-1.59724083049959,2.83845613934534,4.42550633962831,-1.88264304936184,2.23975358199789,0.7779471561726851,4.401795509695099,-1.0497530351971,5.38170180398706,3.32477806485219,1.50250034052918,4.11312410151596,3.5394217168109705,2.22849262087287,2.07445899220045,2.47710651096049,5.65376607587596,2.59241480442486,2.4302399059225097,2.3259977591964103,0.789782292609654,-1.49032562658308,-2.14567745519564,-1.97575245375332,7.53237243596974,3.7004397181410895,2.51253402755616,5.65311832862481,0.0401890901156989,-2.29768054864069,-2.4015163596252203,-1.68624583655834,-0.287696460068063,6.43994237396376,-1.60962455495543,-0.905363125861925,4.66280413231625,-2.1638248019058897,2.60519698446121,-2.14567745519564,-2.21967803663941,3.53696606508466,-1.97575245375332,-1.97575245375332,-2.0081739314457,2.41732809786676,-2.02466205423427,-1.45637829465974,25.0
1.58952078268346,2.50679088656404,-1.6599245584023798,4.27694890342185,4.28305903978472,-1.91146332539834,2.00342006096371,1.28493388740516,4.65114254385322,-2.07496205768122,5.12392493327571,4.87395021885617,1.32739630752688,3.90140157805154,3.67600168252598,1.06254146606871,2.42753828284796,1.14743036365523,5.913722629090941,2.8389645285744303,2.17902720854956,5.543863894906219,-0.483601785761915,-1.96393074529248,-2.3968901525685804,-2.21631790692676,7.15702707569479,4.83513096996564,1.46109084255899,6.40987426005921,-0.065376008852024,-2.6313554062056097,-2.5758602936139,-1.45829069723273,-0.74153832395603,7.69619723787563,-2.17449773123214,0.679212826517207,2.68348326389544,-2.4964258261195003,2.54092501623483,-2.4964258261195003,-2.548893246013629,4.81418695554003,-2.17449773123214,-2.17449773123214,-2.19525629139893,2.24696603720614,-2.548893246013629,-1.25938662881865,12.0
1.04717679336807,2.97175052319583,-1.5416587165003002,3.55160974643125,4.3247228557686,-1.86649840680756,3.4370978653075404,0.3018064989665889,5.12172722497994,-1.40839218563683,6.64089582955828,3.50906765168187,1.6269729679205,5.11597667909738,5.297545071596651,1.5348121093597702,1.67782210941625,2.72573209437763,5.1648094505741104,2.5614598508955297,1.56348943393725,1.86608874684807,1.7883907229425,-1.27668650642501,-1.97229307083016,-1.7144953133625098,7.504122959165571,3.9256838799611096,2.29937293914151,6.263044813049259,1.7579924581002302,-2.19207427871007,-2.17392693199981,-1.47348721385872,-0.210452808024923,6.617602282936961,-1.67567606447198,-0.682073835670134,4.55280212683872,-2.05291153103844,3.55263184710517,-2.13830302226909,-2.13830302226909,2.83394131133353,-1.94126617520953,-1.9880603866884696,-1.89594218470004,2.61593270891384,-2.12081559554025,-1.57699178961258,18.0
1.10182385014618,2.7435750510651897,-1.36678233067162,3.72514015876942,4.56995891254788,-1.52724700286487,3.4696556595595403,0.82823365173352,4.09121047759321,-1.72393891386997,5.45518740937103,2.69059193218475,2.0914983544855,3.92832197614003,2.85357478107606,0.689070904061895,1.67069237474704,1.38152823708859,5.29305712287325,1.1622714288988798,3.2234435653107405,1.9166716164011,-0.0147970019280806,-1.51317181765315,-1.31702929547452,-1.62981673650542,7.80030564121637,4.20200718114609,1.5468419763021002,6.335542270100559,0.422379474620012,-1.6761103887793505,-1.49923262669527,-1.25715783949712,-0.7902814086986629,7.80030564121637,-1.59975950264924,-0.732066794753367,2.35779135676146,-1.51317181765315,2.47628468810538,-1.66051353372833,-1.7902814086986598,2.84540470709858,-1.5558161550616398,-1.7402407261990702,-1.7902814086986598,1.69211135838195,-1.7902814086986598,-1.28080910756177,17.0
